#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;;;;;;;;;;;;;;;;0
########################################;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
#GREEK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
########################################;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
emperor_title_ruler_consort_female_greek;Basilissa;Basilissa;Basilissa;;Basilissa;;;;;;;;;x;;;;;;;;;;;;;;;0
title_prince_greek;Kaisar;Kaisar;Kaisar;;Kaisar;;;;;;;;;x;;;;;;;;;;;;;;;0
title_prince_female_greek;Kaisarissa;Kaisarissa;Kaisarissa;;Kaisarissa;;;;;;;;;x;;;;;;;;;;;;;;;0
barony_of_greek;Kastron;Kastron;Kastron;;Kastron;;;;;;;;;x;;;;;;;;;;;;;;;0
county_of_greek;Tourma;Tourma;Tourma;;Tourma;;;;;;;;;x;;;;;;;;;;;;;;;0
duchy_of_greek;Thema;Thema;Thema;;Thema;;;;;;;;;x;;;;;;;;;;;;;;;0
kingdom_of_greek;Despotate of;Despotate of;Despotate of;;Despotate of;;;;;;;;;x;;;;;;;;;;;;;;;0
city_baron_greek;Kephale;Kephale;Kephale;;Kephale;;;;;;;;;x;;;;;;;;;;;;;;;0
city_count_greek;Archon;Archon;Archon;;Archon;;;;;;;;;x;;;;;;;;;;;;;;;0
city_duke_greek;Protarchon;Protarchon;Protarchon;;Protarchon;;;;;;;;;x;;;;;;;;;;;;;;;0
city_king_greek;Protodoux;Protodoux;Protodoux;;Protodoux;;;;;;;;;x;;;;;;;;;;;;;;;0
city_emperor_greek;Megas Kyrios;Megas Kyrios;Megas Kyrios;;Megas Kyrios;;;;;;;;;x;;;;;;;;;;;;;;;0
city_barony_of_greek;Kephalatikion;Kephalatikion;Kephalatikion;;Kephalatikion;;;;;;;;;x;;;;;;;;;;;;;;;0
city_county_of_greek;Polis;Polis;Polis;;Polis;;;;;;;;;x;;;;;;;;;;;;;;;0
city_duchy_of_greek;Politeia;Politeia;Politeia;;Politeia;;;;;;;;;x;;;;;;;;;;;;;;;0
city_kingdom_of_greek;Archipoliteia;Archipoliteia;Archipoliteia;;Archipoliteia;;;;;;;;;x;;;;;;;;;;;;;;;0
city_empire_of_greek;Dynasteia;Dynasteia;Dynasteia;;Dynasteia;;;;;;;;;x;;;;;;;;;;;;;;;0
temple_count_greek;Episkopos;Episkopos;Episkopos;;Episkopos;;;;;;;;;x;;;;;;;;;;;;;;;0
temple_duke_greek;Archiepiskopos;Archiepiskopos;Archiepiskopos;;Archiepiskopos;;;;;;;;;x;;;;;;;;;;;;;;;0
vice_royalty_count_greek;Strategos;Strategos;Strategos;;Strategos;;;;;;;;;x;;;;;;;;;;;;;;;0
vice_royalty_duke_greek;Strategos;Strategos;Strategos;;Strategos;;;;;;;;;x;;;;;;;;;;;;;;;0
vice_royalty_king_greek;Exarchos;Exarchos;Exarchos;;Exarchos;;;;;;;;;x;;;;;;;;;;;;;;;0
vice_royalty_duchy_of_byzantine;Thema;Thema;Thema;;Thema;;;;;;;;;x;;;;;;;;;;;;;;;0
########################################;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
#SWEDISH,;DANISH;and;NORWEGIAN;;;;;;;;;;;;;;;;;;;;;;;;;;0
########################################;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
baron_danish;Herra;Herra;Herra;;Herra;;;;;;;;;x;;;;;;;;;;;;;;;0
baron_gothic;Herra;Herra;Herra;;Herra;;;;;;;;;x;;;;;;;;;;;;;;;0
baron_icelandic;Herra;Herra;Herra;;Herra;;;;;;;;;x;;;;;;;;;;;;;;;0
baron_swedish;Herra;Herra;Herra;;Herra;;;;;;;;;x;;;;;;;;;;;;;;;
baron_norwegian;Herra;Herra;Herra;;Herra;;;;;;;;;x;;;;;;;;;;;;;;;
baron_female_danish;Frú;Frú;Frú;;Frú;;;;;;;;;x;;;;;;;;;;;;;;;
baron_female_gothic;Frú;Frú;Frú;;Frú;;;;;;;;;x;;;;;;;;;;;;;;;
baron_female_icelandic;Frú;Frú;Frú;;Frú;;;;;;;;;x;;;;;;;;;;;;;;;
baron_female_swedish;Frú;Frú;Frú;;Frú;;;;;;;;;x;;;;;;;;;;;;;;;
baron_female_norwegian;Frú;Frú;Frú;;Frú;;;;;;;;;x;;;;;;;;;;;;;;;
count_norse;Thane;Thane;Thane;;Thane;;;;;;;;;x;;;;;;;;;;;;;;;
count_danish;Herra;Herra;Herra;;Herra;;;;;;;;;x;;;;;;;;;;;;;;;
count_icelandic;Landnámaður;Landnámaður;Landnámaður;;Landnámaður;;;;;;;;;x;;;;;;;;;;;;;;;
count_gothic;Herra;Herra;Herra;;Herra;;;;;;;;;x;;;;;;;;;;;;;;;
count_swedish;Herra;Herra;Herra;;Herra;;;;;;;;;x;;;;;;;;;;;;;;;
count_norwegian;Lendr maðr;Lendr maðr;Lendr maðr;;Lendr maðr;;;;;;;;;x;;;;;;;;;;;;;;;
count_female_icelandic;Frú;Frú;Frú;;Frú;;;;;;;;;x;;;;;;;;;;;;;;;
count_female_gothic;Frú;Frú;Frú;;Frú;;;;;;;;;x;;;;;;;;;;;;;;;
count_female_danish;Frú;Frú;Frú;;Frú;;;;;;;;;x;;;;;;;;;;;;;;;
count_female_swedish;Frú;Frú;Frú;;Frú;;;;;;;;;x;;;;;;;;;;;;;;;
count_female_norwegian;Frú;Frú;Frú;;Frú;;;;;;;;;x;;;;;;;;;;;;;;;
duke_danish;Jarl;Jarl;Jarl;;Jarl;;;;;;;;;x;;;;;;;;;;;;;;;
duke_icelandic;Jarl;Jarl;Jarl;;Jarl;;;;;;;;;x;;;;;;;;;;;;;;;
duke_gothic;Jarl;Jarl;Jarl;;Jarl;;;;;;;;;x;;;;;;;;;;;;;;;
duke_swedish;Jarl;Jarl;Jarl;;Jarl;;;;;;;;;x;;;;;;;;;;;;;;;
duke_norwegian;Jarl;Jarl;Jarl;;Jarl;;;;;;;;;x;;;;;;;;;;;;;;;
duke_female_danish;Frú;Frú;Frú;;Frú;;;;;;;;;x;;;;;;;;;;;;;;;
duke_female_gothic;Frú;Frú;Frú;;Frú;;;;;;;;;x;;;;;;;;;;;;;;;
duke_female_icelandic;Frú;Frú;Frú;;Frú;;;;;;;;;x;;;;;;;;;;;;;;;
duke_female_swedish;Frú;Frú;Frú;;Frú;;;;;;;;;x;;;;;;;;;;;;;;;
duke_female_norwegian;Frú;Frú;Frú;;Frú;;;;;;;;;x;;;;;;;;;;;;;;;
king_danish;Konungr;Konungr;Konungr;;Konungr;;;;;;;;;x;;;;;;;;;;;;;;;
king_gothic;Konungr;Konungr;Konungr;;Konungr;;;;;;;;;x;;;;;;;;;;;;;;;
king_icelandic;Konungr;Konungr;Konungr;;Konungr;;;;;;;;;x;;;;;;;;;;;;;;;
king_norse;Konungr;Konungr;Konungr;;Konungr;;;;;;;;;x;;;;;;;;;;;;;;;
king_swedish;Konungr;Konungr;Konungr;;Konungr;;;;;;;;;x;;;;;;;;;;;;;;;
king_norwegian;Konungr;Konungr;Konungr;;Konungr;;;;;;;;;x;;;;;;;;;;;;;;;
king_female_norse;Dróttning;Dróttning;Dróttning;;Dróttning;;;;;;;;;x;;;;;;;;;;;;;;;
king_female_icelandic;Dróttning;Dróttning;Dróttning;;Dróttning;;;;;;;;;x;;;;;;;;;;;;;;;
king_female_gothic;Dróttning;Dróttning;Dróttning;;Dróttning;;;;;;;;;x;;;;;;;;;;;;;;;
king_female_danish;Dróttning;Dróttning;Dróttning;;Dróttning;;;;;;;;;x;;;;;;;;;;;;;;;
king_female_swedish;Dróttning;Dróttning;Dróttning;;Dróttning;;;;;;;;;x;;;;;;;;;;;;;;;
king_female_norwegian;Dróttning;Dróttning;Dróttning;;Dróttning;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_icelandic;Keisari;Keisari;Keisari;;Keisari;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_gothic;Keisari;Keisari;Keisari;;Keisari;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_norse;Keisari;Keisari;Keisari;;Keisari;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_danish;Keisari;Keisari;Keisari;;Keisari;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_swedish;Keisari;Keisari;Keisari;;Keisari;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_norwegian;Keisari;Keisari;Keisari;;Keisari;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_female_gothic;Keisaraynja;Keisaraynja;Keisaraynja;;Keisaraynja;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_female_icelandic;Keisaraynja;Keisaraynja;Keisaraynja;;Keisaraynja;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_female_norse;Keisaraynja;Keisaraynja;Keisaraynja;;Keisaraynja;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_female_danish;Keisaraynja;Keisaraynja;Keisaraynja;;Keisaraynja;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_female_swedish;Keisaraynja;Keisaraynja;Keisaraynja;;Keisaraynja;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_female_norwegian;Keisaraynja;Keisaraynja;Keisaraynja;;Keisaraynja;;;;;;;;;x;;;;;;;;;;;;;;;
baron_title_ruler_consort_gothic;Herra;Herra;Herra;;Herra;;;;;;;;;x;;;;;;;;;;;;;;;
baron_title_ruler_consort_icelandic;Herra;Herra;Herra;;Herra;;;;;;;;;x;;;;;;;;;;;;;;;
baron_title_ruler_consort_danish;Herra;Herra;Herra;;Herra;;;;;;;;;x;;;;;;;;;;;;;;;
baron_title_ruler_consort_swedish;Herra;Herra;Herra;;Herra;;;;;;;;;x;;;;;;;;;;;;;;;
baron_title_ruler_consort_norwegian;Herra;Herra;Herra;;Herra;;;;;;;;;x;;;;;;;;;;;;;;;
baron_title_ruler_consort_female_gothic;Frú;Frú;Frú;;Frú;;;;;;;;;x;;;;;;;;;;;;;;;
baron_title_ruler_consort_female_icelandic;Frú;Frú;Frú;;Frú;;;;;;;;;x;;;;;;;;;;;;;;;
baron_title_ruler_consort_female_danish;Frú;Frú;Frú;;Frú;;;;;;;;;x;;;;;;;;;;;;;;;
baron_title_ruler_consort_female_swedish;Frú;Frú;Frú;;Frú;;;;;;;;;x;;;;;;;;;;;;;;;
baron_title_ruler_consort_female_norwegian;Frú;Frú;Frú;;Frú;;;;;;;;;x;;;;;;;;;;;;;;;
count_title_ruler_consort_gothic;Herra;Herra;Herra;;Herra;;;;;;;;;x;;;;;;;;;;;;;;;
count_title_ruler_consort_icelandic;Herra;Herra;Herra;;Herra;;;;;;;;;x;;;;;;;;;;;;;;;
count_title_ruler_consort_danish;Herra;Herra;Herra;;Herra;;;;;;;;;x;;;;;;;;;;;;;;;
count_title_ruler_consort_swedish;Herra;Herra;Herra;;Herra;;;;;;;;;x;;;;;;;;;;;;;;;
count_title_ruler_consort_norwegian;Herra;Herra;Herra;;Herra;;;;;;;;;x;;;;;;;;;;;;;;;
count_title_ruler_consort_female_gothic;Frú;Frú;Frú;;Frú;;;;;;;;;x;;;;;;;;;;;;;;;
count_title_ruler_consort_female_icelandic;Frú;Frú;Frú;;Frú;;;;;;;;;x;;;;;;;;;;;;;;;
count_title_ruler_consort_female_danish;Frú;Frú;Frú;;Frú;;;;;;;;;x;;;;;;;;;;;;;;;
count_title_ruler_consort_female_swedish;Frú;Frú;Frú;;Frú;;;;;;;;;x;;;;;;;;;;;;;;;
count_title_ruler_consort_female_norwegian;Frú;Frú;Frú;;Frú;;;;;;;;;x;;;;;;;;;;;;;;;
duke_title_ruler_consort_gothic;Herra;Herra;Herra;;Herra;;;;;;;;;x;;;;;;;;;;;;;;;
duke_title_ruler_consort_icelandic;Herra;Herra;Herra;;Herra;;;;;;;;;x;;;;;;;;;;;;;;;
duke_title_ruler_consort_danish;Herra;Herra;Herra;;Herra;;;;;;;;;x;;;;;;;;;;;;;;;
duke_title_ruler_consort_swedish;Herra;Herra;Herra;;Herra;;;;;;;;;x;;;;;;;;;;;;;;;
duke_title_ruler_consort_norwegian;Herra;Herra;Herra;;Herra;;;;;;;;;x;;;;;;;;;;;;;;;
duke_title_ruler_consort_female_gothic;Frú;Frú;Frú;;Frú;;;;;;;;;x;;;;;;;;;;;;;;;
duke_title_ruler_consort_female_icelandic;Frú;Frú;Frú;;Frú;;;;;;;;;x;;;;;;;;;;;;;;;
duke_title_ruler_consort_female_danish;Frú;Frú;Frú;;Frú;;;;;;;;;x;;;;;;;;;;;;;;;
duke_title_ruler_consort_female_swedish;Frú;Frú;Frú;;Frú;;;;;;;;;x;;;;;;;;;;;;;;;
duke_title_ruler_consort_female_norwegian;Frú;Frú;Frú;;Frú;;;;;;;;;x;;;;;;;;;;;;;;;
duke_title_ruler_consort_female_norse;Frú;Frú;Frú;;Frú;;;;;;;;;x;;;;;;;;;;;;;;;
title_ruler_consort_gothic;Konungr;Konungr;Konungr;;Konungr;;;;;;;;;x;;;;;;;;;;;;;;;
title_ruler_consort_icelandic;Konungr;Konungr;Konungr;;Konungr;;;;;;;;;x;;;;;;;;;;;;;;;
title_ruler_consort_danish;Konungr;Konungr;Konungr;;Konungr;;;;;;;;;x;;;;;;;;;;;;;;;
title_ruler_consort_swedish;Konungr;Konungr;Konungr;;Konungr;;;;;;;;;x;;;;;;;;;;;;;;;
title_ruler_consort_norwegian;Konungr;Konungr;Konungr;;Konungr;;;;;;;;;x;;;;;;;;;;;;;;;
title_ruler_consort_norse;Konungr;Konungr;Konungr;;Konungr;;;;;;;;;x;;;;;;;;;;;;;;;
title_ruler_consort_female_gothic;Dróttning;Dróttning;Dróttning;;Dróttning;;;;;;;;;x;;;;;;;;;;;;;;;
title_ruler_consort_female_icelandic;Dróttning;Dróttning;Dróttning;;Dróttning;;;;;;;;;x;;;;;;;;;;;;;;;
title_ruler_consort_female_norse;Dróttning;Dróttning;Dróttning;;Dróttning;;;;;;;;;x;;;;;;;;;;;;;;;
title_ruler_consort_female_danish;Dróttning;Dróttning;Dróttning;;Dróttning;;;;;;;;;x;;;;;;;;;;;;;;;
title_ruler_consort_female_swedish;Dróttning;Dróttning;Dróttning;;Dróttning;;;;;;;;;x;;;;;;;;;;;;;;;
title_ruler_consort_female_norwegian;Dróttning;Dróttning;Dróttning;;Dróttning;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_title_ruler_consort_danish;Keisari;Keisari;Keisari;;Keisari;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_title_ruler_consort_swedish;Keisari;Keisari;Keisari;;Keisari;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_title_ruler_consort_icelandic;Keisari;Keisari;Keisari;;Keisari;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_title_ruler_consort_gothic;Keisari;Keisari;Keisari;;Keisari;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_title_ruler_consort_norwegian;Keisari;Keisari;Keisari;;Keisari;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_title_ruler_consort_norse;Keisari;Keisari;Keisari;;Keisari;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_title_ruler_consort_female_danish;Keisaraynja;Keisaraynja;Keisaraynja;;Keisaraynja;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_title_ruler_consort_female_swedish;Keisaraynja;Keisaraynja;Keisaraynja;;Keisaraynja;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_title_ruler_consort_female_norwegian;Keisaraynja;Keisaraynja;Keisaraynja;;Keisaraynja;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_title_ruler_consort_female_icelandic;Keisaraynja;Keisaraynja;Keisaraynja;;Keisaraynja;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_title_ruler_consort_female_norse;Keisaraynja;Keisaraynja;Keisaraynja;;Keisaraynja;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_title_ruler_consort_female_gothic;Keisaraynja;Keisaraynja;Keisaraynja;;Keisaraynja;;;;;;;;;x;;;;;;;;;;;;;;;
title_prince_swedish;Prins;Prins;Prins;;Prins;;;;;;;;;x;;;;;;;;;;;;;;;
title_prince_female_swedish;Prinsesse;Prinsesse;Prinsesse;;Prinsesse;;;;;;;;;x;;;;;;;;;;;;;;;
title_prince_danish;Prins;Prins;Prins;;Prins;;;;;;;;;x;;;;;;;;;;;;;;;
title_prince_female_danish;Prinsesse;Prinsesse;Prinsesse;;Prinsesse;;;;;;;;;x;;;;;;;;;;;;;;;
title_prince_norwegian;Prins;Prins;Prins;;Prins;;;;;;;;;x;;;;;;;;;;;;;;;
title_prince_female_norwegian;Prinsesse;Prinsesse;Prinsesse;;Prinsesse;;;;;;;;;x;;;;;;;;;;;;;;;
duchy_of_icelandic;Jarldom of;Jarldom of;Jarldom of;;Jarldom of;;;;;;;;;x;;;;;;;;;;;;;;;
duchy_of_gothic;Jarldom of;Jarldom of;Jarldom of;;Jarldom of;;;;;;;;;x;;;;;;;;;;;;;;;
duchy_of_swedish;Jarldom of;Jarldom of;Jarldom of;;Jarldom of;;;;;;;;;x;;;;;;;;;;;;;;;
duchy_of_danish;Jarldom of;Jarldom of;Jarldom of;;Jarldom of;;;;;;;;;x;;;;;;;;;;;;;;;
duchy_of_norwegian;Jarldom of;Jarldom of;Jarldom of;;Jarldom of;;;;;;;;;x;;;;;;;;;;;;;;;
county_of_norwegian;Fylki of;Fylki of;Fylki of;;Fylki of;;;;;;;;;x;;;;;;;;;;;;;;;
kingdom_of_icelandic;Konungríki of;Konungríki of;Konungríki of;;Konungríki of;;;;;;;;;x;;;;;;;;;;;;;;;
kingdom_of_gothic;Konungríki of;Konungríki of;Konungríki of;;Konungríki of;;;;;;;;;x;;;;;;;;;;;;;;;
kingdom_of_swedish;Konungríki of;Konungríki of;Konungríki of;;Konungríki of;;;;;;;;;x;;;;;;;;;;;;;;;
kingdom_of_danish;Konungríki of;Konungríki of;Konungríki of;;Konungríki of;;;;;;;;;x;;;;;;;;;;;;;;;
kingdom_of_norwegian;Konungríki of;Konungríki of;Konungríki of;;Konungríki of;;;;;;;;;x;;;;;;;;;;;;;;;
kingdom_of_norse;Konungríki of;Konungríki of;Konungríki of;;Konungríki of;;;;;;;;;x;;;;;;;;;;;;;;;
kingdom_icelandic;Konungríki;Konungríki;Konungríki;;Konungríki;;;;;;;;;x;;;;;;;;;;;;;;;
kingdom_gothic;Konungríki;Konungríki;Konungríki;;Konungríki;;;;;;;;;x;;;;;;;;;;;;;;;
kingdom_swedish;Konungríki;Konungríki;Konungríki;;Konungríki;;;;;;;;;x;;;;;;;;;;;;;;;
kingdom_danish;Konungríki;Konungríki;Konungríki;;Konungríki;;;;;;;;;x;;;;;;;;;;;;;;;
kingdom_norwegian;Konungríki;Konungríki;Konungríki;;Konungríki;;;;;;;;;x;;;;;;;;;;;;;;;
kingdom_norse;Konungríki;Konungríki;Konungríki;;Konungríki;;;;;;;;;x;;;;;;;;;;;;;;;
duchy_icelandic;Jarldom;Jarldom;Jarldom;;Jarldom;;;;;;;;;x;;;;;;;;;;;;;;;
duchy_gothic;Jarldom;Jarldom;Jarldom;;Jarldom;;;;;;;;;x;;;;;;;;;;;;;;;
duchy_swedish;Jarldom;Jarldom;Jarldom;;Jarldom;;;;;;;;;x;;;;;;;;;;;;;;;
duchy_danish;Jarldom;Jarldom;Jarldom;;Jarldom;;;;;;;;;x;;;;;;;;;;;;;;;
duchy_norwegian;Jarldom;Jarldom;Jarldom;;Jarldom;;;;;;;;;x;;;;;;;;;;;;;;;
county_norwegian;Fylki;Fylki;Fylki;;Fylki;;;;;;;;;x;;;;;;;;;;;;;;;
########################################;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#RUSSIAN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
########################################;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
baron_russian;Boyarin;Boyarin;Boyarin;;Boyarin;;;;;;;;;x;;;;;;;;;;;;;;;
baron_female_russian;Boyarynya;Boyarynya;Boyarynya;;Boyarynya;;;;;;;;;x;;;;;;;;;;;;;;;
baron_title_ruler_consort_russian;Boyarin;Boyarin;Boyarin;;Boyarin;;;;;;;;;x;;;;;;;;;;;;;;;
baron_title_ruler_consort_female_russian;Boyarynya;Boyarynya;Boyarynya;;Boyarynya;;;;;;;;;x;;;;;;;;;;;;;;;
count_russian;Udelny Knyaz;Udelny Knyaz;Udelny Knyaz;;Udelny Knyaz;;;;;;;;;x;;;;;;;;;;;;;;;
count_female_russian;Udelnaya Knyaginya;Udelnaya Knyaginya;Udelnaya Knyaginya;;Udelnaya Knyaginya;;;;;;;;;x;;;;;;;;;;;;;;;
count_title_ruler_consort_russian;Udelny Knyaz;Udelny Knyaz;Udelny Knyaz;;Udelny Knyaz;;;;;;;;;x;;;;;;;;;;;;;;;
count_title_ruler_consort_female_russian;Knyaginya;Knyaginya;Knyaginya;;Knyaginya;;;;;;;;;x;;;;;;;;;;;;;;;
duke_russian;Knyaz;Knyaz;Knyaz;;Knyaz;;;;;;;;;x;;;;;;;;;;;;;;;
duke_female_russian;Knyaginya;Knyaginya;Knyaginya;;Knyaginya;;;;;;;;;x;;;;;;;;;;;;;;;
duke_title_ruler_consort_russian;Knyaz;Knyaz;Knyaz;;Knyaz;;;;;;;;;x;;;;;;;;;;;;;;;
duke_title_ruler_consort_female_russian;Knyaginya;Knyaginya;Knyaginya;;Knyaginya;;;;;;;;;x;;;;;;;;;;;;;;;
king_russian;Veliky Knyaz;Veliky Knyaz;Veliky Knyaz;;Veliky Knyaz;;;;;;;;;x;;;;;;;;;;;;;;;
king_female_russian;Velikaya Knyaginya;Velikaya Knyaginya;Velikaya Knyaginya;;Velikaya Knyaginya;;;;;;;;;x;;;;;;;;;;;;;;;
title_ruler_consort_russian;Veliky Knyaz;Veliky Knyaz;Veliky Knyaz;;Veliky Knyaz;;;;;;;;;x;;;;;;;;;;;;;;;
title_ruler_consort_female_russian;Knyaginya;Knyaginya;Knyaginya;;Knyaginya;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_russian;Tsar;Tsar;Tsar;;Tsar;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_female_russian;Tsaritsa;Tsaritsa;Tsaritsa;;Tsaritsa;;;;;;;;;x;;;;;;;;;;;;;;;
emperor_title_ruler_consort_russian;Velikiy Kniaz;Velikiy Kniaz;Velikiy Kniaz;;Velikiy Kniaz;;;;;;;;;;;;;;;;;;;;;;;;
emperor_title_ruler_consort_female_russian;Tsaritsa;Tsaritsa;Tsaritsa;;Tsaritsa;;;;;;;;;x;;;;;;;;;;;;;;;
title_prince_russian;Knyazhich;Knyazhich;Knyazhich;;Knyazhich;;;;;;;;;x;;;;;;;;;;;;;;;
title_prince_female_russian;Knyazhna;Knyazhna;Knyazhna;;Knyazhna;;;;;;;;;x;;;;;;;;;;;;;;;
barony_of_russian;Volost of;Volost of;Volost of;;Volost of;;;;;;;;;x;;;;;;;;;;;;;;;
county_of_russian;Udelnoe Knyazhestvo of;Udelnoe Knyazhestvo of;Udelnoe Knyazhestvo of;;Udelnoe Knyazhestvo of;;;;;;;;;x;;;;;;;;;;;;;;;
duchy_of_russian;Knyazhestvo of;Knyazhestvo of;Knyazhestvo of;;Knyazhestvo of;;;;;;;;;x;;;;;;;;;;;;;;;
kingdom_of_russian;Velikoe Knyazhestvo of;Velikoe Knyazhestvo of;Velikoe Knyazhestvo of;;Velikoe Knyazhestvo of;;;;;;;;;x;;;;;;;;;;;;;;;
empire_of_russian;Tsarstvo of;Tsarstvo of;Tsarstvo of;;Tsarstvo of;;;;;;;;;x;;;;;;;;;;;;;;;
city_baron_russian;Posadnik;Posadnik;Posadnik;;Posadnik;;;;;;;;;x;;;;;;;;;;;;;;;
city_count_russian;Namestnik;Namestnik;Namestnik;;Namestnik;;;;;;;;;x;;;;;;;;;;;;;;;
temple_baron_russian;Arkhierey;Arkhierey;Arkhierey;;Arkhierey;;;;;;;;;x;;;;;;;;;;;;;;;
########################################;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#SCOTTISH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
########################################;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
baron_scottish;Toisech;Toisech;Toisech;;Toisech;;;;;;;;;x;;;;;;;;;;;;;;;
baron_female_scottish;Toisecha;Toisecha;Toisecha;;Toisecha;;;;;;;;;x;;;;;;;;;;;;;;;
baron_title_ruler_consort_scottish;Toisech;Toisech;Toisech;;Toisech;;;;;;;;;x;;;;;;;;;;;;;;;
baron_title_ruler_consort_female_scottish;Toisecha;Toisecha;Toisecha;;Toisecha;;;;;;;;;x;;;;;;;;;;;;;;;
count_scottish;Earl;Earl;Earl;;Earl;;;;;;;;;x;;;;;;;;;;;;;;;
count_title_ruler_consort_scottish;Earl;Earl;Earl;;Earl;;;;;;;;;x;;;;;;;;;;;;;;;
duke_scottish;Mormaer;Mormaer;Mormaer;;Mormaer;;;;;;;;;x;;;;;;;;;;;;;;;
duke_title_ruler_consort_scottish;Mormaer;Mormaer;Mormaer;;Mormaer;;;;;;;;;x;;;;;;;;;;;;;;;
county_of_scottish;Earldom of;Earldom of;Earldom of;;Earldom of;;;;;;;;;x;;;;;;;;;;;;;;;
