#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x,;;;;;;;;;;;;;;;
########################;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#HRE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#######################;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d_lubeck;Lübeck;Lübeck;Lübeck;;Lübeck;;;;;;;;;x,;;;;;;;;;;;;;;;
d_lubeck_adj;Lübeckische;Lübeckische;Lübeckische;;Lübeckische;;;;;;;;;x,;;;;;;;;;;;;;;;
d_oldenburg;Niedersachsen;Niedersachsen;Niedersachsen;;Niedersachsen;;;;;;;;;x,;;;;;;;;;;;;;;;
d_oldenburg_adj;Niedersächsischer;Niedersächsischer;Niedersächsischer;;Niedersächsischer;;;;;;;;;x,;;;;;;;;;;;;;;;
d_holstein;Holstein;Holstein;Holstein;;Holstein;;;;;;;;;x,;;;;;;;;;;;;;;;
d_holstein_adj;Holsteinische;Holsteinische;Holsteinische;;Holsteinische;;;;;;;;;x,;;;;;;;;;;;;;;;
d_brunswick;Braunschweig-Lüneburg;Braunschweig-Lüneburg;Braunschweig-Lüneburg;;Braunschweig-Lüneburg;;;;;;;;;x,;;;;;;;;;;;;;;;
d_brunswick_adj;Braunschweigische;Braunschweigische;Braunschweigische;;Braunschweigische;;;;;;;;;x,;;;;;;;;;;;;;;;
d_brandenburg;Nordmark;Nordmark;Nordmark;;Nordmark;;;;;;;;;x,;;;;;;;;;;;;;;;
d_brandenburg_adj;Nordmärkisch;Nordmärkisch;Nordmärkisch;;Nordmärkisch;;;;;;;;;x,;;;;;;;;;;;;;;;
d_bishopmunster;Münster;Münster;Münster;;Münster;;;;;;;;;x,;;;;;;;;;;;;;;;
d_bishopmunster_adj;Münstersche;Münstersche;Münstersche;;Münstersche;;;;;;;;;x,;;;;;;;;;;;;;;;
d_osnabruck;Osnabrück;Osnabrück;Osnabrück;;Osnabrück;;;;;;;;;x,;;;;;;;;;;;;;;;
d_osnabruck_adj;Osnabrückische;Osnabrückische;Osnabrückische;;Osnabrückische;;;;;;;;;x,;;;;;;;;;;;;;;;
d_magdeburg;Magdeburg;Magdeburg;Magdeburg;;Magdeburg;;;;;;;;;x,;;;;;;;;;;;;;;;
d_magdeburg_adj;Magdeburgische;Magdeburgische;Magdeburgische;;Magdeburgische;;;;;;;;;x,;;;;;;;;;;;;;;;
d_bremen;Bremen;Bremen;Bremen;;Bremen;;;;;;;;;x,;;;;;;;;;;;;;;;
d_bremen_adj;Bremische;Bremische;Bremische;;Bremische;;;;;;;;;x,;;;;;;;;;;;;;;;
d_saxewittenberg;Sachsen-Wittenberg;Sachsen-Wittenberg;Sachsen-Wittenberg;;Sachsen-Wittenberg;;;;;;;;;x,;;;;;;;;;;;;;;;
d_saxewittenberg_adj;Sächsische;Sächsische;Sächsische;;Sächsische;;;;;;;;;x,;;;;;;;;;;;;;;;
d_altmark;Altmark;Altmark;Altmark;;Altmark;;;;;;;;;x,;;;;;;;;;;;;;;;
d_altmark_adj;Altmärkische;Altmärkische;Altmärkische;;Altmärkische;;;;;;;;;x,;;;;;;;;;;;;;;;
d_angria;Engern;Engern;Engern;;Engern;;;;;;;;;x,;;;;;;;;;;;;;;;
d_angria_adj;Engerische;Engerische;Engerische;;Engerische;;;;;;;;;x,;;;;;;;;;;;;;;;
#Bavaria;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_bavaria;Baiern;Baiern;Baiern;;Baiern;;;;;;;;;x,;;;;;;;;;;;;;;;
k_bavaria_adj;Bairische;Bairische;Bairische;;Bairische;;;;;;;;;x,;;;;;;;;;;;;;;;
d_nuremberg;Nürnberg;Nürnberg;Nürnberg;;Nürnberg;;;;;;;;;x,;;;;;;;;;;;;;;;
d_nuremberg_adj;Nürnbergische;Nürnbergische;Nürnbergische;;Nürnbergische;;;;;;;;;x,;;;;;;;;;;;;;;;
d_nordgau;Nordgau;Nordgau;Nordgau;;Nordgau;;;;;;;;;x,;;;;;;;;;;;;;;;
d_nordgau_adj;Nordgauische;Nordgauische;Nordgauische;;Nordgauische;;;;;;;;;x,;;;;;;;;;;;;;;;
d_tyrol;Tirol;Tirol;Tirol;;Tirol;;;;;;;;;x,;;;;;;;;;;;;;;;
d_tyrol_adj;Tirolische;Tirolische;Tirolische;;Tirolische;;;;;;;;;x,;;;;;;;;;;;;;;;
d_niederbayern;Niederbaiern;Niederbaiern;Niederbaiern;;Niederbaiern;;;;;;;;;x,;;;;;;;;;;;;;;;
d_niederbayern_adj;Niederbairische;Niederbairische;Niederbairische;;Niederbairische;;;;;;;;;x,;;;;;;;;;;;;;;;
d_salzburg;Salzburg;Salzburg;Salzburg;;Salzburg;;;;;;;;;x,;;;;;;;;;;;;;;;
d_salzburg_adj;Salzburgische;Salzburgische;Salzburgische;;Salzburgische;;;;;;;;;x,;;;;;;;;;;;;;;;
d_osterreich;Österreich;Österreich;Österreich;;Österreich;;;;;;;;;x,;;;;;;;;;;;;;;;
d_osterreich_adj;Österreichische;Österreichische;Österreichische;;Österreichische;;;;;;;;;x,;;;;;;;;;;;;;;;
d_oberbayern;Oberbaiern;Oberbaiern;Oberbaiern;;Oberbaiern;;;;;;;;;x,;;;;;;;;;;;;;;;
d_oberbayern_adj;Oberbaierisch;Oberbaierisch;Oberbaierisch;;Oberbaierisch;;;;;;;;;x,;;;;;;;;;;;;;;;
###########;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#Carinthia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_carinthia;Kärnten;Kärnten;Kärnten;;Kärnten;;;;;;;;;x,;;;;;;;;;;;;;;;
k_carinthia_adj;Kärntenische;Kärntenische;Kärntenische;;Kärntenische;;;;;;;;;x,;;;;;;;;;;;;;;;
d_styria;Steiermark;Steiermark;Steiermark;;Steiermark;;;;;;;;;x,;;;;;;;;;;;;;;;
d_styria_adj;Steierisch;Steierisch;Steierisch;;Steierisch;;;;;;;;;x,;;;;;;;;;;;;;;;
d_istria;Istra;Istra;Istra;;Istra;;;;;;;;;x,;;;;;;;;;;;;;;;
d_istria_adj;Istrian;Istrian;Istrian;;Istrian;;;;;;;;;x,;;;;;;;;;;;;;;;
d_istria_adj_german;Istrische;Istrische;Istrische;;Istrische;;;;;;;;;x,;;;;;;;;;;;;;;;
#####;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;
#Franconia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_franconia;Franken;Franken;Franken;;Franken;;;;;;;;;x,;;;;;;;;;;;;;;;
k_franconia_adj;Fränkische;Fränkische;Fränkische;;Fränkische;;;;;;;;;x,;;;;;;;;;;;;;;;
d_hessen;Hessen;Hessen;Hessen;;Hessen;;;;;;;;;x,;;;;;;;;;;;;;;;
d_hessen_adj;Hessische;Hessische;Hessische;;Hessische;;;;;;;;;x,;;;;;;;;;;;;;;;
d_rheinfranken;Rheinfranken;Rheinfranken;Rheinfranken;;Rheinfranken;;;;;;;;;x,;;;;;;;;;;;;;;;
d_rheinfranken_adj;Rheinfränkische;Rheinfränkische;Rheinfränkische;;Rheinfränkische;;;;;;;;;x,;;;;;;;;;;;;;;;
d_mainz;Mainz;Mainz;Mainz;;Mainz;;;;;;;;;x,;;;;;;;;;;;;;;;
d_mainz_adj;Mainzische;Mainzische;Mainzische;;Mainzische;;;;;;;;;x,;;;;;;;;;;;;;;;
d_wurzburg;Ostfranken;Ostfranken;Ostfranken;;Ostfranken;;;;;;;;;x,;;;;;;;;;;;;;;;
d_wurzburg_adj;Ostfränkische;Ostfränkische;Ostfränkische;;Ostfränkische;;;;;;;;;x,;;;;;;;;;;;;;;;
d_thuringia;Thüringen;Thüringen;Thüringen;;Thüringen;;;;;;;;;x,;;;;;;;;;;;;;;;
d_thuringia_adj;Thüringische;Thüringische;Thüringische;;Thüringische;;;;;;;;;x,;;;;;;;;;;;;;;;
d_bamberg;Bamberg;Bamberg;Bamberg;;Bamberg;;;;;;;;;x,;;;;;;;;;;;;;;;
d_bamberg_adj;Bambergische;Bambergische;Bambergische;;Bambergische;;;;;;;;;x,;;;;;;;;;;;;;;;
#Upper Lorraine;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_upper_lorraine;Oberlothringen;Oberlothringen;Oberlothringen;;Oberlothringen;;;;;;;;;x,;;;;;;;;;;;;;;;
k_upper_lorraine_adj;Oberlothringische;Oberlothringische;Oberlothringische;;Oberlothringische;;;;;;;;;x,;;;;;;;;;;;;;;;
d_barleduc;Bar;Bar;Bar;;Bar;;;;;;;;;x,;;;;;;;;;;;;;;;
d_barleduc_adj;Barrois;Barrois;Barrois;;Barrois;;;;;;;;;x,;;;;;;;;;;;;;;;
d_upper_lorraine;Lothringen;Lothringen;Lothringen;;Lothringen;;;;;;;;;x,;;;;;;;;;;;;;;;
d_upper_lorraine_adj;Lothringische;Lothringische;Lothringische;;Lothringische;;;;;;;;;x,;;;;;;;;;;;;;;;
d_trier;Trier;Trier;Trier;;Trier;;;;;;;;;x,;;;;;;;;;;;;;;;
d_trier_adj;Trierische;Trierische;Trierische;;Trierische;;;;;;;;;x,;;;;;;;;;;;;;;;
d_zurich;Zürichgau;Zürichgau;Zürichgau;;Zürichgau;;;;;;;;;x,;;;;;;;;;;;;;;;
d_zurich_adj;Zürchische;Zürchische;Zürchische;;Zürchische;;;;;;;;;x,;;;;;;;;;;;;;;;
d_pfalz;Pfalzgrafschaft bei Rhein;Pfalzgrafschaft bei Rhein;Pfalzgrafschaft bei Rhein;;Pfalzgrafschaft bei Rhein;;;;;;;;;x,;;;;;;;;;;;;;;;
d_pfalz_adj;Pfälzische;Pfälzische;Pfälzische;;Pfälzische;;;;;;;;;x,;;;;;;;;;;;;;;;
#Swabia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_schwaben;Schwaben;Schwaben;Schwaben;;Schwaben;;;;;;;;;x,;;;;;;;;;;;;;;;
k_schwaben_adj;Schwäbische;Schwäbische;Schwäbische;;Schwäbische;;;;;;;;;x,;;;;;;;;;;;;;;;
d_burgau;Burgau;Burgau;Burgau;;Burgau;;;;;;;;;x,;;;;;;;;;;;;;;;
d_burgau_adj;Burgauische;Burgauische;Burgauische;;Burgauische;;;;;;;;;x,;;;;;;;;;;;;;;;
d_zahringen;Zähringen;Zähringen;Zähringen;;Zähringen;;;;;;;;;x,;;;;;;;;;;;;;;;
d_zahringen_adj;Zähringische;Zähringische;Zähringische;;Zähringische;;;;;;;;;x,;;;;;;;;;;;;;;;
d_teck;Teck;Teck;Teck;;Teck;;;;;;;;;x,;;;;;;;;;;;;;;;
d_teck_adj;Schwäbische;Schwäbische;Schwäbische;;Schwäbische;;;;;;;;;x,;;;;;;;;;;;;;;;
d_chur;Chur;Chur;Chur;;Chur;;;;;;;;;x,;;;;;;;;;;;;;;;
d_chur_adj;Churische;Churische;Churische;;Churische;;;;;;;;;x,;;;;;;;;;;;;;;;
d_augsburg;Augsburg;Augsburg;Augsburg;;Augsburg;;;;;;;;;x,;;;;;;;;;;;;;;;
d_augsburg_adj;Augsburgische;Augsburgische;Augsburgische;;Augsburgische;;;;;;;;;x,;;;;;;;;;;;;;;;
#Frisia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_frisia;Fryslân;Fryslân;Fryslân;;Fryslân;;;;;;;;;x,;;;;;;;;;;;;;;;
k_frisia_adj;Fryske;Fryske;Fryske;;Fryske;;;;;;;;;x,;;;;;;;;;;;;;;;
d_frisia;Friesland;Friesland;Friesland;;Friesland;;;;;;;;;x,;;;;;;;;;;;;;;;
d_frisia_adj;Friese;Friese;Friese;;Friese;;;;;;;;;x,;;;;;;;;;;;;;;;
d_utrecht;Utrecht;Utrecht;Utrecht;;Utrecht;;;;;;;;;x,;;;;;;;;;;;;;;;
d_utrecht_adj;Utrechtse;Utrechtse;Utrechtse;;Utrechtse;;;;;;;;;x,;;;;;;;;;;;;;;;
#Burgundy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_burgundy;Bourgogne;Bourgogne;Burgund;;Bourgogne;;;;;;;;;x,;;;;;;;;;;;;;;;
k_burgundy_adj;Bourguignon;Bourguignon;Burgunder;;Bourguignon;;;;;;;;;x,;;;;;;;;;;;;;;;
d_upper_burgundy;Haute Bourgogne;Haute Bourgogne;Haute Bourgogne;;Haute Bourgogne;;;;;;;;;x,;;;;;;;;;;;;;;;
d_upper_burgundy_adj;Bourguignon;Bourguignon;Bourguignon;;Bourguignon;;;;;;;;;x,;;;;;;;;;;;;;;;
d_lyon;Lyon;Lyon;Lyon;;Lyon;;;;;;;;;x,;;;;;;;;;;;;;;;
d_lyon_adj;Lyonnaise;Lyonnaise;Lyonnaise;;Lyonnaise;;;;;;;;;x,;;;;;;;;;;;;;;;
d_aosta;Aosta;Aosta;Aosta;;Aosta;;;;;;;;;x,;;;;;;;;;;;;;;;
d_aosta_adj;Savoyard;Savoyard;Savoyard;;Savoyard;;;;;;;;;x,;;;;;;;;;;;;;;;
d_basel;Basel;Basel;Basel;;Basel;;;;;;;;;x,;;;;;;;;;;;;;;;
d_basel_adj;Baslerische;Baslerische;Baslerische;;Baslerische;;;;;;;;;x,;;;;;;;;;;;;;;;
d_arles;Arles;Arles;Arles;;Arles;;;;;;;;;x,;;;;;;;;;;;;;;;
d_arles_adj;Arlésien;Arlésien;Arlésien;;Arlésien;;;;;;;;;x,;;;;;;;;;;;;;;;
d_provence;Provença;Provença;Provença;;Provença;;;;;;;;;x,;;;;;;;;;;;;;;;
d_provence_adj;Provençal;Provençal;Provençal;;Provençal;;;;;;;;;x,;;;;;;;;;;;;;;;
d_susa;Piemonte;Piemonte;Piemonte;;Piemonte;;;;;;;;;x,;;;;;;;;;;;;;;;
d_susa_adj;Piemontese;Piemontese;Piemontese;;Piemontese;;;;;;;;;x,;;;;;;;;;;;;;;;
#Bohemia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_bohemia;Czechy;Czechy;Czechy;;Czechy;;;;;;;;;x,;;;;;;;;;;;;;;;
k_bohemia_adj;Ceský;Ceský;Ceský;;Ceský;;;;;;;;;x,;;;;;;;;;;;;;;;
d_moravia;Morawske;Morawske;Morawske;;Morawske;;;;;;;;;x,;;;;;;;;;;;;;;;
d_bohemia;Czeske;Czeske;Czeske;;Czeske;;;;;;;;;x,;;;;;;;;;;;;;;;
#################;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#Greater Hungary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#################;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
e_carpathia;Magyarország;Magyarország;Magyarország;;Magyarország;;;;;;;;;x,;;;;;;;;;;;;;;;
e_carpathia_adj;Magyar;Magyar;Magyar;;Magyar;;;;;;;;;x,;;;;;;;;;;;;;;;
#Wallachia and Moldova;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_wallachia;Wallachia;Wallachia;Wallachia;;Wallachia;;;;;;;;;x,;;;;;;;;;;;;;;;
k_wallachia_adj;Wallachian;Wallachian;Wallachian;;Wallachian;;;;;;;;;x,;;;;;;;;;;;;;;;
d_oltenia;Oltenia;Oltenia;Oltenia;;Oltenia;;;;;;;;;x,;;;;;;;;;;;;;;;
d_oltenia_adj;Oltenian;Oltenian;Oltenian;;Oltenian;;;;;;;;;x,;;;;;;;;;;;;;;;
d_wallachia;Muntenia;Muntenia;Muntenia;;Muntenia;;;;;;;;;x,;;;;;;;;;;;;;;;
d_wallachia_adj;Muntenian;Muntenian;Muntenian;;Muntenian;;;;;;;;;x,;;;;;;;;;;;;;;;
k_moldau;Moldova;Moldova;Moldova;;Moldova;;;;;;;;;x,;;;;;;;;;;;;;;;
k_moldau_adj;Moldovenesc;Moldovenesc;Moldovenesc;;Moldovenesc;;;;;;;;;x,;;;;;;;;;;;;;;;
d_moldau;Tara de Sus;Tara de Sus;Tara de Sus;;Tara de Sus;;;;;;;;;x,;;;;;;;;;;;;;;;
d_moldau_adj;Moldovenesc;Moldovenesc;Moldovenesc;;Moldovenesc;;;;;;;;;x,;;;;;;;;;;;;;;;
d_basarabia;Tara de Jos;Tara de Jos;Tara de Jos;;Tara de Jos;;;;;;;;;x,;;;;;;;;;;;;;;;
d_basarabia_adj;Moldovenesc;Moldovenesc;Moldovenesc;;Moldovenesc;;;;;;;;;x,;;;;;;;;;;;;;;;
#Hungary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_hungary;Magyarország;Magyarország;Magyarország;;Magyarország;;;;;;;;;x,;;;;;;;;;;;;;;;
k_hungary_adj;Magyar;Magyar;Magyar;;Magyar;;;;;;;;;x,;;;;;;;;;;;;;;;
d_esztergom;Visegrád;Visegrád;Visegrád;;Visegrád;;;;;;;;;x,;;;;;;;;;;;;;;;
d_pecs;Somogyország;Somogyország;Somogyország;;Somogyország;;;;;;;;;x,;;;;;;;;;;;;;;;
d_pecs_adj;Somogyországian;Somogyországien;Somogyországer;;Somogyországí;;;;;;;;;x,;;;;;;;;;;;;;;;
d_esztergom_adj;Esztergomite;Esztergomien;Esztergomer;;Estrigonianés;;;;;;;;;x,;;;;;;;;;;;;;;;
d_temes;Temes;Temes;Temes;;Temes;;;;;;;;;x,;;;;;;;;;;;;;;;
d_temes_adj;Temesite;Temesite;Temesiter;;Temesí;;;;;;;;;x,;;;;;;;;;;;;;;;
d_ungvar_adj;Ungvaran;Ungvaran;Ungvarer;;Ungvaranés;;;;;;;;;x,;;;;;;;;;;;;;;;
d_bacs;Bács;Bács;Bács;;Bács;;;;;;;;;x,;;;;;;;;;;;;;;;
d_bacs_adj;Bácsish;Bács;Bácsische;;Bács;;;;;;;;;x;;;;;;;;;;;;;;;
d_bacs_adj_moravian;Báchian;Bách;Báchische;;Bách;;;;;;;;;x;;;;;;;;;;;;;;;
d_bacs_adj_bohemian;Báchian;Bách;Báchische;;Bách;;;;;;;;;x;;;;;;;;;;;;;;;
d_bacs_adj_romanian;Bacish;Baci;Bacische;;Baci;;;;;;;;;x;;;;;;;;;;;;;;;
d_bacs_adj_german;Batschian;Batsch;Batschische;;Batsch;;;;;;;;;x;;;;;;;;;;;;;;;
d_bacs_adj_serbian;Bachian;Bach;Bachische;;Bach;;;;;;;;;x;;;;;;;;;;;;;;;
d_bacs_adj_bosnian;Bachian;Bach;Bachische;;Bach;;;;;;;;;x;;;;;;;;;;;;;;;
d_bacs_adj_croatian;Bachian;Bach;Bachische;;Bach;;;;;;;;;x;;;;;;;;;;;;;;;
d_bacs_adj_turkish;Baçian;Baç;Baçische;;Baç;;;;;;;;;x;;;;;;;;;;;;;;;
d_bacs_adj_oghuz;Baçian;Baç;Baçische;;Baç;;;;;;;;;x;;;;;;;;;;;;;;;
d_bacs_adj_turkmen;Baçian;Baç;Baçische;;Baç;;;;;;;;;x;;;;;;;;;;;;;;;
d_bacs_adj_pecheneg;Baçian;Baç;Baçische;;Baç;;;;;;;;;x;;;;;;;;;;;;;;;
d_csanad;Csanád;Csanád;Csanád;;Csanád;;;;;;;;;x,;;;;;;;;;;;;;;;
d_csanad_adj;Csanádian;Csanád;Csanádische;;Csanád;;;;;;;;;x,;;;;;;;;;;;;;;;
d_csanad_adj_german;Tschanadian;Tschanad;Tschanadische;;Tschanad;;;;;;;;;x;;;;;;;;;;;;;;;
d_csanad_adj_romanian;Cenadian;Cenad;Cenadische;;Cenad;;;;;;;;;x;;;;;;;;;;;;;;;
d_csanad_adj_bohemian;Chanadian;Chanad;Chanadische;;Chanad;;;;;;;;;x;;;;;;;;;;;;;;;
d_csanad_adj_moravian;Chanadian;Chanad;Chanadische;;Chanad;;;;;;;;;x;;;;;;;;;;;;;;;
d_csanad_adj_east_gothic;Morisenan;Morisena;Morisenaische;;Morisena;;;;;;;;;x;;;;;;;;;;;;;;;
d_csanad_adj_greek;Morisenan;Morisena;Morisenaische;;Morisena;;;;;;;;;x;;;;;;;;;;;;;;;
d_csanad_adj_roman;Morisenan;Morisena;Morisenaische;;Morisena;;;;;;;;;x;;;;;;;;;;;;;;;
d_pest;Biharország;Biharország;Biharország;;Biharország;;;;;;;;;x,;;;;;;;;;;;;;;;
d_pest_adj;Biharországian;Biharországien;Biharországer;;Biharországí;;;;;;;;;x,;;;;;;;;;;;;;;;
d_pest_adj_romanian;Bihorian;Bihor;Bihorische;;Bihor;;;;;;;;;x,;;;;;;;;;;;;;;;
d_pest_adj_moravian;Bihárian;Bihár;Bihárische;;Bihár;;;;;;;;;x,;;;;;;;;;;;;;;;
d_pest_adj_bohemian;Bihárian;Bihár;Bihárische;;Bihár;;;;;;;;;x,;;;;;;;;;;;;;;;
d_transylvania;Erdélyország;Erdélyország;Erdélyország;;Erdélyország;;;;;;;;;x,;;;;;;;;;;;;;;;
d_transylvania_adj;Erdélyországian;Erdélyországien;Erdélyországer;;Erdélyországiano;;;;;;;;;x,;;;;;;;;;;;;;;;
d_transylvania_adj_romanian;Ardealian;Ardeal;Ardealische;;Ardeal;;;;;;;;;x,;;;;;;;;;;;;;;;
d_transylvania_adj_moravian;Sedmohradskoian;Sedmohradsko;Sedmohradskoische;;Sedmohradsko;;;;;;;;;x;;;;;;;;;;;;;;;
d_transylvania_adj_bohemian;Sedmohradskoian;Sedmohradsko;Sedmohradskoische;;Sedmohradsko;;;;;;;;;x;;;;;;;;;;;;;;;
d_transylvania_adj_polish;Siedmiogródian;Siedmiogród;Siedmiogródische;;Siedmiogród;;;;;;;;;x;;;;;;;;;;;;;;;
d_transylvania_adj_german;Siebenbürgish;Siebenbürgen;Siebenbürger;;Siebenbürgen;;;;;;;;;x;;;;;;;;;;;;;;;
d_transylvania_adj_turkish;Erdehstanian;Erdehstan;Erdehstanische;;Erdehstan;;;;;;;;;x;;;;;;;;;;;;;;;
d_transylvania_adj_turkmen;Erdehstanian;Erdehstan;Erdehstanische;;Erdehstan;;;;;;;;;x;;;;;;;;;;;;;;;
d_transylvania_adj_oghuz;Erdehstanian;Erdehstan;Erdehstanische;;Erdehstan;;;;;;;;;x;;;;;;;;;;;;;;;
d_transylvania_adj_pecheneg;Erdehstanian;Erdehstan;Erdehstanische;;Erdehstan;;;;;;;;;x;;;;;;;;;;;;;;;
d_nyitra;Nyitraország;Nyitraország;Nyitraország;;Nyitraország;;;;;;;;;x,;;;;;;;;;;;;;;;
d_nyitra_adj;Nyitraországian;Nyitraországian;Nyitraországer;;Nyitraországí;;;;;;;;;x,;;;;;;;;;;;;;;;
d_ujavar;Újavár;Újavár;Újavár;;Újavár;;;;;;;;;x,;;;;;;;;;;;;;;;
d_ujavar_adj;Újavárian;Újavárian;Újavárian;;Újavárian;;;;;;;;;x,;;;;;;;;;;;;;;;
d_gyor;Gyõr;Gyõr;Gyõr;;Gyõr;;;;;;;;;x,;;;;;;;;;;;;;;;
d_gyor_adj;Gyõrian;Gyõrian;Gyõrian;;Gyõrian;;;;;;;;;x,;;;;;;;;;;;;;;;
d_syrmia;Srem;Srem;Srem;;Srem;;;;;;;;;x,;;;;;;;;;;;;;;;
d_syrmia_adj;Srem;Srem;Srem;;Srem;;;;;;;;;x,;;;;;;;;;;;;;;;
d_syrmia_adj_greek;Syrmian;Syrmian;Syrmian;;Syrmian;;;;;;;;;x,;;;;;;;;;;;;;;;
d_syrmia_adj_armenian;Syrmian;Syrmian;Syrmian;;Syrmian;;;;;;;;;x,;;;;;;;;;;;;;;;
d_syrmia_adj_georgian;Syrmian;Syrmian;Syrmian;;Syrmian;;;;;;;;;x,;;;;;;;;;;;;;;;
d_syrmia_adj_alan;Syrmian;Syrmian;Syrmian;;Syrmian;;;;;;;;;x,;;;;;;;;;;;;;;;
d_syrmia_adj_arberian;Syrmian;Syrmian;Syrmian;;Syrmian;;;;;;;;;x,;;;;;;;;;;;;;;;
d_syrmia_adj_roman;Syrmian;Syrmian;Syrmian;;Syrmian;;;;;;;;;x,;;;;;;;;;;;;;;;
d_syrmia_adj_german;Syrmische;Syrmische;Syrmische;;Syrmische;;;;;;;;;x,;;;;;;;;;;;;;;;
d_syrmia_adj_hungarian;Szeréman;Szeréman;Szeréman;;Szeréman;;;;;;;;;x,;;;;;;;;;;;;;;;
d_syrmia_adj_turkish;Sireman;Sireman;Sireman;;Sireman;;;;;;;;;x,;;;;;;;;;;;;;;;
d_syrmia_adj_moravian;Srieman;Srieman;Srieman;;Srieman;;;;;;;;;x,;;;;;;;;;;;;;;;
#Croatia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
k_croatia;Hrvatska;Hrvatska;Hrvatska;;Hrvatska;;;;;;;;;x,;;;;;;;;;;;;;;;
