#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#Bohemia;;;;;;;;;;;;;;
c_opava_adj;Opavan;Opavan;Opavan;;Opavan;;;;;;;;;x
c_vianden_adj;Viandische;Viandische;Viandische;;Viandische;;;;;;;;;x
c_aachen_adj;Aachener;Aachener;Aachener;;Aachener;;;;;;;;;x
c_arnhem_adj;Veluweische;Veluweische;Veluweische;;Veluweische;;;;;;;;;x
c_valenciennes_adj;Valenciennes;Valenciennes;Valenciennes;;Valenciennes;;;;;;;;;x
c_cambrai_adj;Cambrai;Cambrai;Cambrai;;Cambrai;;;;;;;;;x
c_brussel_adj;Brussel;Brussel;Brussel;;Brussel;;;;;;;;;x
c_arlon_adj;Arlon;Arlon;Arlon;;Arlon;;;;;;;;;x
c_schaumburg_adj;Schaumburgische;Schaumburgische;Schaumburgische;;Schaumburgische;;;;;;;;;x
c_bar_adj;Bar;Bar;Bar;;Bar;;;;;;;;;x
c_pontamousson_adj;Pont-á-Mousson;Pont-á-Mousson;Pont-á-Mousson;;Pont-á-Mousson;;;;;;;;;x
c_eberstein_adj;Ebersteinische;Ebersteinische;Ebersteinische;;Ebersteinische;;;;;;;;;x
c_oettingen_adj;Oettigenishe;Oettigenishe;Oettigenishe;;Oettigenishe;;;;;;;;;x
c_teck_adj;Teckishe;Teckishe;Teckishe;;Teckishe;;;;;;;;;x
c_helfenstein_adj;Helfensteinische;Helfensteinische;Helfensteinische;;Helfensteinische;;;;;;;;;x
c_hohenloe_adj;Hohenloeische;Hohenloeische;Hohenloeische;;Hohenloeische;;;;;;;;;x
c_hohenzollern_adj;Zollernishe;Zollernishe;Zollernishe;;Zollernishe;;;;;;;;;x
c_leuchenberg_adj;Leuchenbergische;Leuchenbergische;Leuchenbergische;;Leuchenbergische;;;;;;;;;x
c_rustringen_adj;Rüstringer;Rüstringer;Rüstringer;;Rüstringer;;;;;;;;;x
c_magdeburg_adj;Magdeburgische;Magdeburgische;Magdeburgische;;Magdeburgische;;;;;;;;;x
c_blankenburg_adj;Blankenburgische;Blankenburgische;Blankenburgische;;Blankenburgische;;;;;;;;;x
c_wittenberg_adj;Wittenbergische;Wittenbergische;Wittenbergische;;Wittenbergische;;;;;;;;;x
c_brehna_adj;Brehnaische;Brehnaische;Brehnaische;;Brehnaische;;;;;;;;;x
c_schwartzburg_adj;Schwartzburgische;Schwartzburgische;Schwartzburgische;;Schwartzburgische;;;;;;;;;x
c_tecklenburg_adj;Tecklenburgische;Tecklenburgische;Tecklenburgische;;Tecklenburgische;;;;;;;;;x
c_lauenburg_adj;Lauenburgische;Lauenburgische;Lauenburgische;;Lauenburgische;;;;;;;;;x
c_hildesheim_adj;Hildesheimische;Hildesheimische;Hildesheimische;;Hildesheimische;;;;;;;;;x
c_regensburg_adj;Regensburgische;Regensburgische;Regensburgische;;Regensburgische;;;;;;;;;x
c_gorz_adj;Görzische;Görzische;Görzische;;Görzische;;;;;;;;;x
c_lausitz_adj;Oberlausitzische;Oberlausitzische;Oberlausitzische;;Oberlausitzische;;;;;;;;;x
c_sponheim_adj;Sponheimische;Sponheimische;Sponheimische;;Sponheimische;;;;;;;;;x
c_berg_adj;Bergische;Bergische;Bergische;;Bergische;;;;;;;;;x
c_niederlausitz_adj;Niederlausitzische;Niederlausitzische;Niederlausitzische;;Niederlausitzische;;;;;;;;;x
c_dithmarschen_adj;Dithmarchische;Dithmarchische;Dithmarchische;;Dithmarchische;;;;;;;;;x
c_wargrien_adj;Wargrian;Wargrian;Wargrian;;Wargrian;;;;;;;;;x
c_henneberg_adj;Hennebergische;Hennebergische;Hennebergische;;Hennebergische;;;;;;;;;x
c_saarbrucken_adj;Saarbrückische;Saarbrückische;Saarbrückische;;Saarbrückische;;;;;;;;;x
c_schwerin_adj;Schwerinische;Schwerinische;Schwerinische;;Schwerinische;;;;;;;;;x
c_frankfurt_adj;Hanuaische;Hanuaische;Hanuaische;;Hanuaische;;;;;;;;;x
c_bentheim_adj;Bentheimer;Bentheimer;Bentheimer;;Bentheimer;;;;;;;;;x
c_zeitz_adj;Zeitzische;Zeitzische;Zeitzische;;Zeitzische;;;;;;;;;x
c_augsburg_adj;Augsburgische;Augsburgische;Augsburgische;;Augsburgische;;;;;;;;;x
c_pitten_adj;Pittische;Pittische;Pittische;;Pittische;;;;;;;;;x
c_waldburg_adj;Walburgische;Walburgische;Walburgische;;Walburgische;;;;;;;;;x
c_mark_adj;Markische;Markische;Markische;;Markische;;;;;;;;;x
c_zutphen_adj;Zupthische;Zupthische;Zupthische;;Zupthische;;;;;;;;;x
c_brandenburg_adj;Brandenburgische;Brandenburgische;Brandenburgische;;Brandenburgische;;;;;;;;;x
c_wurzburg_adj;Wurzburgische;Wurzburgische;Wurzburgische;;Wurzburgische;;;;;;;;;x
#Burgundy;;;;;;;;;;;;;;
c_cheese_adj;Grüyereische;Grüyereische;Grüyereische;;Grüyereische;;;;;;;;;x
c_basel_adj;Baselische;Baselische;Baselische;;Baselische;;;;;;;;;x
c_montbeliard_adj;Montbéliard;Montbéliard;Montbéliard;;Montbéliard;;;;;;;;;x
c_bugey_adj;Bresse;Bresse;Bresse;;Bresse;;;;;;;;;x
c_chablais_adj;Chablis;Chablis;Chablis;;Chablis;;;;;;;;;x
c_portois_adj;Portois;Portois;Portois;;Portois;;;;;;;;;x
c_arles_adj;Arles;Arles;Arles;;Arles;;;;;;;;;x
c_graisivaudan_adj;Graisivaudan;Graisivaudan;Graisivaudan;;Graisivaudan;;;;;;;;;x
c_gapencais_adj;Gapençais;Gapençais;Gapençais;;Gapençais;;;;;;;;;x
c_forcalquier_adj;Haute Provence;Haute Provence;Haute Provence;;Haute Provence;;;;;;;;;x
c_namur_adj;Namurische;Namurische;Namurische;;Namurische;;;;;;;;;x
c_limburg_adj;Limburgische;Limburgische;Limburgische;;Limburgische;;;;;;;;;x
c_stavelot_adj;Zutphenische;Zutphenische;Zutphenische;;Zutphenische;;;;;;;;;x
c_oversticht_adj;Overstichtische;Overstichtische;Overstichtische;;Overstichtische;;;;;;;;;x
c_laroche_adj;La Rochian;La Rochian;La Rochian;;La Rochian;;;;;;;;;x
c_chiny_adj;Cinean;Cinean;Cinean;;Cinean;;;;;;;;;x
c_amous_adj;Amous;Amous;Amous;;Amous;;;;;;;;;x
c_aosta_adj;Aosta;Aosta;Aosta;;Aosta;;;;;;;;;x
#Poland;;;;;;;;;;;;;;
c_rawamazovia_adj;Brodnoski;Brodnoski;Brodnoski;;Brodnoski;;;;;;;;;x
c_leczyca_adj;Leczyca;Leczyca;Leczyca;;Leczyca;;;;;;;;;x
c_legnica_adj;Legnica;Legnica;Legnica;;Legnica;;;;;;;;;x
c_pultusk_adj;Pultusk;Pultusk;Pultusk;;Pultusk;;;;;;;;;x
#Georgia;;;;;;;;;;;;;;
c_odishi_adj;Odishian;Odishian;Odishian;;Odishian;;;;;;;;;x
c_hereti_adj;Heretian;Heretian;Heretian;;Heretian;;;;;;;;;x
c_jiqeti_adj;Jiqetian;Jiqetian;Jiqetian;;Jiqetian;;;;;;;;;x
c_klarjeti_adj;Klarjetian;Klarjetian;Klarjetian;;Klarjetian;;;;;;;;;x
c_simsir_adj;Simsirian;Simsirian;Simsirian;;Simsirian;;;;;;;;;x
c_tusheti_adj;Tushetian;Tushetian;Tushetian;;Tushetian;;;;;;;;;x
c_racha_adj;Rachaian;Rachaian;Rachaian;;Rachaian;;;;;;;;;x
c_arran_adj;Arranian;Arranian;Arranian;;Arranian;;;;;;;;;x
c_sarir_adj;Saririan;Saririan;Saririan;;Saririan;;;;;;;;;x
#Armenia;;;;;;;;;;;;;;
##;Suenik;;;;;;;;;;;;;
c_suenik_adj_oghuz;Sünikan;Sünik;Sünikan;;Sünikan;;;;;;;;;x
c_suenik_adj_turkmen;Sünikan;Sünik;Sünikan;;Sünikan;;;;;;;;;x
c_suenik_adj_turkish;Sünikan;Sünik;Sünikan;;Sünikan;;;;;;;;;x
c_suenik_adj_pecheneg;Sünikan;Sünik;Sünikan;;Sünikan;;;;;;;;;x
c_suenik_adj_persian;Siwnikan;Siwnik;Siwnikan;;Siwnikan;;;;;;;;;x
c_artsakh_adj;Artsakhian;Artsakhian;Artsakhian;;Artsakhian;;;;;;;;;x
c_artsakh_adj_turkmen;Artsahian;Artsah;Artsahian;;Artsahian;;;;;;;;;x
c_artsakh_adj_turkish;Artsahian;Artsah;Artsahian;;Artsahian;;;;;;;;;x
c_artsakh_adj_oghuz;Artsahian;Artsah;Artsahian;;Artsahian;;;;;;;;;x
c_artsakh_adj_pecheneg;Artsahian;Artsah;Artsahian;;Artsahian;;;;;;;;;x
c_artsakh_adj_armenian;Xa'cenian;Xa'cen;Xa'cenian;;Xa'cenian;;;;;;;;;x
c_baghk_adj;Baghkian;Baghk;Baghkian;;Baghkian;;;;;;;;;x
c_baghk_adj_turkmen;Kafanian;Kafan;Kafanian;;Kafanian;;;;;;;;;x
c_baghk_adj_turkish;Kafanian;Kafan;Kafanian;;Kafanian;;;;;;;;;x
c_baghk_adj_oghuz;Kafanian;Kafan;Kafanian;;Kafanian;;;;;;;;;x
c_baghk_adj_pecheneg;Kafanian;Kafan;Kafanian;;Kafanian;;;;;;;;;x
c_baghk_adj_persian;Kafanian;Kafan;Kafanian;;Kafanian;;;;;;;;;x
c_goghtn_adj;Goghtnian;Goghtn;Goghtnian;;Goghtnian;;;;;;;;;x
c_goghtn_adj_greek;Naxouanan;Naxouana;Naxouanan;;Naxouanan;;;;;;;;;x
c_goghtn_adj_maghreb_arabic;Nashawan;Nashawa;Nashawan;;Nashawan;;;;;;;;;x
c_goghtn_adj_levantine_arabic;Nashawan;Nashawa;Nashawan;;Nashawan;;;;;;;;;x
c_goghtn_adj_egyptian_arabic;Nashawan;Nashawa;Nashawan;;Nashawan;;;;;;;;;x
c_goghtn_adj_andalusian_arabic;Nashawan;Nashawa;Nashawan;;Nashawan;;;;;;;;;x
c_goghtn_adj_sicilian_arabic;Nashawan;Nashawa;Nashawan;;Nashawan;;;;;;;;;x
c_goghtn_adj_bedouin_arabic;Nashawan;Nashawa;Nashawan;;Nashawan;;;;;;;;;x
##;Vaspurakan;;;;;;;;;;;;;
c_vaspurakan_adj_greek;Vaasprakanian;Vaasprakania;Vaasprakanian;;Vaasprakanian;;;;;;;;;x
c_vaspurakan_adj_maghreb_arabic;Vanian;Van;Vanian;;Vanian;;;;;;;;;x
c_vaspurakan_adj_levantine_arabic;Vanian;Van;Vanian;;Vanian;;;;;;;;;x
c_vaspurakan_adj_egyptian_arabic;Vanian;Van;Vanian;;Vanian;;;;;;;;;x
c_vaspurakan_adj_andalusian_arabic;Vanian;Van;Vanian;;Vanian;;;;;;;;;x
c_vaspurakan_adj_sicilian_arabic;Vanian;Van;Vanian;;Vanian;;;;;;;;;x
c_vaspurakan_adj_bedouin_arabic;Vanian;Van;Vanian;;Vanian;;;;;;;;;x
c_vaspurakan_adj_oghuz;Vanian;Van;Vanian;;Vanian;;;;;;;;;x
c_vaspurakan_adj_turkmen;Vanian;Van;Vanian;;Vanian;;;;;;;;;x
c_vaspurakan_adj_turkish;Vanian;Van;Vanian;;Vanian;;;;;;;;;x
c_vaspurakan_adj_kurdish;Wanian;Wan;Wanian;;Wanian;;;;;;;;;x
c_corduene_adj;Corduenan;Corduene;Corduenan;;Corduenan;;;;;;;;;x
c_corduene_adj_greek;Kiphan;Kiphas;Kiphan;;Kiphan;;;;;;;;;x
c_corduene_adj_maghreb_arabic;Jazîrat ibn 'Umaran;Jazîrat ibn 'Umar;Jazîrat ibn 'Umaran;;Jazîrat ibn 'Umaran;;;;;;;;;x
c_corduene_adj_levantine_arabic;Jazîrat ibn 'Umaran;Jazîrat ibn 'Umar;Jazîrat ibn 'Umaran;;Jazîrat ibn 'Umaran;;;;;;;;;x
c_corduene_adj_egyptian_arabic;Jazîrat ibn 'Umaran;Jazîrat ibn 'Umar;Jazîrat ibn 'Umaran;;Jazîrat ibn 'Umaran;;;;;;;;;x
c_corduene_adj_andalusian_arabic;Jazîrat ibn 'Umaran;Jazîrat ibn 'Umar;Jazîrat ibn 'Umaran;;Jazîrat ibn 'Umaran;;;;;;;;;x
c_corduene_adj_sicilian_arabic;Jazîrat ibn 'Umaran;Jazîrat ibn 'Umar;Jazîrat ibn 'Umaran;;Jazîrat ibn 'Umaran;;;;;;;;;x
c_corduene_adj_bedouin_arabic;Jazîrat ibn 'Umaran;Jazîrat ibn 'Umar;Jazîrat ibn 'Umaran;;Jazîrat ibn 'Umaran;;;;;;;;;x
c_corduene_adj_oghuz;Hasankeyfan;Hasankeyf;Hasankeyfan;;Hasankeyfan;;;;;;;;;x
c_corduene_adj_turkmen;Hasankeyfan;Hasankeyf;Hasankeyfan;;Hasankeyfan;;;;;;;;;x
c_corduene_adj_turkish;Hasankeyfan;Hasankeyf;Hasankeyfan;;Hasankeyfan;;;;;;;;;x
c_corduene_adj_kurdish;Heskîfan;Heskîf;Heskîfan;;Heskîfan;;;;;;;;;x
c_corduene_adj_armenian;Harsenkevian;Harsenkevian;Harsenkevian;;Harsenkevian;;;;;;;;;x
c_persarmenia_adj;Persarmenian;Persarmenian;Persarmenian;;Persarmenian;;;;;;;;;x
c_oromieh_adj_greek;Ourmian;Ourmia;Ourmian;;Ourmian;;;;;;;;;x
c_oromieh_adj_maghreb_arabic;Urmiyan;Urmiyah;Urmiyan;;Urmiyan;;;;;;;;;x
c_oromieh_adj_levantine_arabic;Urmiyan;Urmiyah;Urmiyan;;Urmiyan;;;;;;;;;x
c_oromieh_adj_egyptian_arabic;Urmiyan;Urmiyah;Urmiyan;;Urmiyan;;;;;;;;;x
c_oromieh_adj_andalusian_arabic;Urmiyan;Urmiyah;Urmiyan;;Urmiyan;;;;;;;;;x
c_oromieh_adj_sicilian_arabic;Urmiyan;Urmiyah;Urmiyan;;Urmiyan;;;;;;;;;x
c_oromieh_adj_bedouin_arabic;Urmiyan;Urmiyah;Urmiyan;;Urmiyan;;;;;;;;;x
c_oromieh_adj_oghuz;Urmiyan;Urmiye;Urmiyan;;Urmiyan;;;;;;;;;x
c_oromieh_adj_turkmen;Urmiyan;Urmiye;Urmiyan;;Urmiyan;;;;;;;;;x
c_oromieh_adj_turkish;Urmiyan;Urmiye;Urmiyan;;Urmiyan;;;;;;;;;x
c_oromieh_adj_kurdish;Urmian;Urmê;Urmian;;Urmian;;;;;;;;;x
c_oromieh_adj_armenian;Vormian;Vormi;Vormian;;Vormian;;;;;;;;;x
##;Armenia;;;;;;;;;;;;;
c_dwin_adj_greek;Doúbian;Doúbios;Doúbian;;Doúbian;;;;;;;;;x
c_dwin_adj_maghreb_arabic;Dabilian;Dabil;Dabilian;;Dabilian;;;;;;;;;x
c_dwin_adj_levantine_arabic;Dabilian;Dabil;Dabilian;;Dabilian;;;;;;;;;x
c_dwin_adj_egyptian_arabic;Dabilian;Dabil;Dabilian;;Dabilian;;;;;;;;;x
c_dwin_adj_andalusian_arabic;Dabilian;Dabil;Dabilian;;Dabilian;;;;;;;;;x
c_dwin_adj_sicilian_arabic;Dabilian;Dabil;Dabilian;;Dabilian;;;;;;;;;x
c_dwin_adj_bedouin_arabic;Dabilian;Dabil;Dabilian;;Dabilian;;;;;;;;;x
c_dwin_adj_oghuz;Erivani;Erivan;Erivani;;Erivani;;;;;;;;;x
c_dwin_adj_turkmen;Erivani;Erivan;Erivani;;Erivani;;;;;;;;;x
c_dwin_adj_turkish;Erivani;Erivan;Erivani;;Erivani;;;;;;;;;x
c_ani_adj_greek;Anian;Anion;Anian;;Anian;;;;;;;;;x
c_ani_adj_georgian;Anisian;Anisi;Anisian;;Anisian;;;;;;;;;x
c_ani_adj_kurdish;Anîan;Anî;Anîan;;Anîan;;;;;;;;;x
c_vanand_adj;Vanandian;Vanandian;Vanandian;;Vanandian;;;;;;;;;x
c_vanand_adj_greek;Karsean;Karse;Karsean;;Karsean;;;;;;;;;x
c_vanand_adj_georgian;Karsian;Karsi;Karsian;;Karsian;;;;;;;;;x
c_vanand_adj_maghreb_arabic;Qarsian;Qars;Qarsian;;Qarsian;;;;;;;;;x
c_vanand_adj_levantine_arabic;Qarsian;Qars;Qarsian;;Qarsian;;;;;;;;;x
c_vanand_adj_egyptian_arabic;Qarsian;Qars;Qarsian;;Qarsian;;;;;;;;;x
c_vanand_adj_andalusian_arabic;Qarsian;Qars;Qarsian;;Qarsian;;;;;;;;;x
c_vanand_adj_sicilian_arabic;Qarsian;Qars;Qarsian;;Qarsian;;;;;;;;;x
c_vanand_adj_bedouin_arabic;Qarsian;Qars;Qarsian;;Qarsian;;;;;;;;;x
c_vanand_adj_oghuz;Qârsian;Qârs;Qârsian;;Qârsian;;;;;;;;;x
c_vanand_adj_turkmen;Qârsian;Qârs;Qârsian;;Qârsian;;;;;;;;;x
c_vanand_adj_turkish;Qârsian;Qârs;Qârsian;;Qârsian;;;;;;;;;x
c_vanand_adj_kurdish;Qersian;Qers;Qersian;;Qersian;;;;;;;;;x
##;Lori;;;;;;;;;;;;;
c_lori_adj;Lorian;Lori;Lorian;;Lorian;;;;;;;;;x
c_lori_adj_armenian;Taširan;Tašir;Taširan;;Taširan;;;;;;;;;x
c_lori_adj_georgian;Lorean;Lore;Lorean;;Lorean;;;;;;;;;x
c_utik_adj;Utikian;Utik;Utikian;;Utikian;;;;;;;;;x
c_utik_adj_maghreb_arabic;Utiqian;Utiq;Utiqian;;Utiqian;;;;;;;;;x
c_utik_adj_levantine_arabic;Utiqian;Utiq;Utiqian;;Utiqian;;;;;;;;;x
c_utik_adj_egyptian_arabic;Utiqian;Utiq;Utiqian;;Utiqian;;;;;;;;;x
c_utik_adj_andalusian_arabic;Utiqian;Utiq;Utiqian;;Utiqian;;;;;;;;;x
c_utik_adj_sicilian_arabic;Utiqian;Utiq;Utiqian;;Utiqian;;;;;;;;;x
c_utik_adj_bedouin_arabic;Utiqian;Utiq;Utiqian;;Utiqian;;;;;;;;;x
##;Amida;;;;;;;;;;;;;
c_amida_adj_maghreb_arabic;Âmidan;Âmid;Âmidan;;Âmidan;;;;;;;;;x
c_amida_adj_levantine_arabic;Âmidan;Âmid;Âmidan;;Âmidan;;;;;;;;;x
c_amida_adj_egyptian_arabic;Âmidan;Âmid;Âmidan;;Âmidan;;;;;;;;;x
c_amida_adj_andalusian_arabic;Âmidan;Âmid;Âmidan;;Âmidan;;;;;;;;;x
c_amida_adj_sicilian_arabic;Âmidan;Âmid;Âmidan;;Âmidan;;;;;;;;;x
c_amida_adj_bedouin_arabic;Âmidan;Âmid;Âmidan;;Âmidan;;;;;;;;;x
c_amida_adj_oghuz;Diyar-i Bekrian;Diyar-i Bekrian;Diyar-i Bekrian;;Diyar-i Bekrian;;;;;;;;;x
c_amida_adj_turkmen;Diyar-i Bekrian;Diyar-i Bekrian;Diyar-i Bekrian;;Diyar-i Bekrian;;;;;;;;;x
c_amida_adj_turkish;Diyar-i Bekrian;Diyar-i Bekrian;Diyar-i Bekrian;;Diyar-i Bekrian;;;;;;;;;x
c_amida_adj_kurdish;Amedian;Amed;Amedian;;Amedian;;;;;;;;;x
c_amida_adj_armenian;Tigranokertan;Tigranokerta;Tigranokertan;;Tigranokertan;;;;;;;;;x
c_mardin_adj;Mardinian;Mardin;Mardinian;;Mardinian;;;;;;;;;x
c_mardin_adj_greek;Maridan;Marida;Maridan;;Maridan;;;;;;;;;x
c_mardin_adj_maghreb_arabic;Mâridînian;Mâridîn;Mâridînian;;Mâridînian;;;;;;;;;x
c_mardin_adj_levantine_arabic;Mâridînian;Mâridîn;Mâridînian;;Mâridînian;;;;;;;;;x
c_mardin_adj_egyptian_arabic;Mâridînian;Mâridîn;Mâridînian;;Mâridînian;;;;;;;;;x
c_mardin_adj_andalusian_arabic;Mâridînian;Mâridîn;Mâridînian;;Mâridînian;;;;;;;;;x
c_mardin_adj_sicilian_arabic;Mâridînian;Mâridîn;Mâridînian;;Mâridînian;;;;;;;;;x
c_mardin_adj_bedouin_arabic;Mâridînian;Mâridîn;Mâridînian;;Mâridînian;;;;;;;;;x
c_mardin_adj_kurdish;Mêrdînian;Mêrdîn;Mêrdînian;;Mêrdînian;;;;;;;;;x
##;Taron;;;;;;;;;;;;;
c_mesopotamia_adj;Khlatian;Khlat;Khlatian;;Khlatian;;;;;;;;;x
c_mesopotamia_adj_greek;Chalatan;Chalata;Chalatan;;Chalatan;;;;;;;;;x
c_mesopotamia_adj_maghreb_arabic;Akhlâtan;Akhlât;Akhlâtan;;Akhlâtan;;;;;;;;;x
c_mesopotamia_adj_levantine_arabic;Akhlâtan;Akhlât;Akhlâtan;;Akhlâtan;;;;;;;;;x
c_mesopotamia_adj_egyptian_arabic;Akhlâtan;Akhlât;Akhlâtan;;Akhlâtan;;;;;;;;;x
c_mesopotamia_adj_andalusian_arabic;Akhlâtan;Akhlât;Akhlâtan;;Akhlâtan;;;;;;;;;x
c_mesopotamia_adj_sicilian_arabic;Akhlâtan;Akhlât;Akhlâtan;;Akhlâtan;;;;;;;;;x
c_mesopotamia_adj_bedouin_arabic;Akhlâtan;Akhlât;Akhlâtan;;Akhlâtan;;;;;;;;;x
c_mesopotamia_adj_oghuz;Ahlatan;Ahlat;Ahlatan;;Ahlatan;;;;;;;;;x
c_mesopotamia_adj_turkmen;Ahlatan;Ahlat;Ahlatan;;Ahlatan;;;;;;;;;x
c_mesopotamia_adj_turkish;Ahlatan;Ahlat;Ahlatan;;Ahlatan;;;;;;;;;x
